OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100003,Sample-Routine,Water,Surface Water,2020-10-13,10:45:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09505800,,,,"Stable, normal stage",Routine sample,,,55,USGS parameter code 82398,Composite - Multiple point samples,,US DH-81,NWIS-120135453,,,"Sodium, percent total cations",,6,%,,Preliminary,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100003,Sample-Routine,Water,Surface Water,2020-10-13,10:45:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09505800,,,,"Stable, normal stage",Routine sample,,,55,USGS parameter code 82398,Composite - Multiple point samples,,US DH-81,NWIS-120135454,,,Potassium,Dissolved,1.24,mg/l,,Preliminary,,Actual,,,,,,,,,,,00935,,,,,,,,,PLO03,USGS,"Potassium, wf, by ICP-OES",,Standard Methods,"USGS-National Water Quality Lab, Denver, CO",2020-10-22,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100046,Sample-Routine,Water,Surface Water,2020-12-21,14:00:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09505800,,,,"Stable, normal stage",Routine sample,,,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",,US DH-81,NWIS-120579613,,,Calcium,Dissolved,42.7,mg/l,,Preliminary,,Actual,,,,,,,,,,,00915,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2021-01-27,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100046,Sample-Routine,Water,Surface Water,2020-12-21,14:00:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09505800,,,,"Stable, normal stage",Routine sample,,,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",,US DH-81,NWIS-120579614,,,Magnesium,Dissolved,25.4,mg/l,,Preliminary,,Actual,,,,,,,,,,,00925,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2021-01-27,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100046,Sample-Routine,Water,Surface Water,2020-12-21,14:00:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09505800,,,,"Stable, normal stage",Routine sample,,,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",,US DH-81,NWIS-120579615,,,Sodium,Dissolved,6.05,mg/l,,Preliminary,,Actual,,,,,,,,,,,00930,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2021-01-27,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100046,Sample-Routine,Water,Surface Water,2020-12-21,14:00:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09505800,,,,"Stable, normal stage",Routine sample,,,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",,US DH-81,NWIS-120579617,,,"Sodium, percent total cations",,6,%,,Preliminary,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100046,Sample-Routine,Water,Surface Water,2020-12-21,14:00:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09505800,,,,"Stable, normal stage",Routine sample,,,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",,US DH-81,NWIS-120579618,,,Potassium,Dissolved,1.33,mg/l,,Preliminary,,Actual,,,,,,,,,,,00935,,,,,,,,,PLO03,USGS,"Potassium, wf, by ICP-OES",,Standard Methods,"USGS-National Water Quality Lab, Denver, CO",2021-01-27,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000247,Sample-Routine,Water,Surface Water,2020-05-22,09:15:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09505800,,,,"Stable, normal stage",Routine sample,,,55,USGS parameter code 82398,Composite - Multiple point samples,,US DH-81,NWIS-119301426,,,Calcium,Dissolved,41.6,mg/l,,Accepted,,Actual,,,,,,,,,,,00915,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-06-10,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000247,Sample-Routine,Water,Surface Water,2020-05-22,09:15:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09505800,,,,"Stable, normal stage",Routine sample,,,55,USGS parameter code 82398,Composite - Multiple point samples,,US DH-81,NWIS-119301427,,,Magnesium,Dissolved,23.7,mg/l,,Accepted,,Actual,,,,,,,,,,,00925,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-06-10,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000247,Sample-Routine,Water,Surface Water,2020-05-22,09:15:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09505800,,,,"Stable, normal stage",Routine sample,,,55,USGS parameter code 82398,Composite - Multiple point samples,,US DH-81,NWIS-119301428,,,Sodium,Dissolved,6.29,mg/l,,Accepted,,Actual,,,,,,,,,,,00930,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-06-10,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000247,Sample-Routine,Water,Surface Water,2020-05-22,09:15:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09505800,,,,"Stable, normal stage",Routine sample,,,55,USGS parameter code 82398,Composite - Multiple point samples,,US DH-81,NWIS-119301430,,,"Sodium, percent total cations",,6,%,,Accepted,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000247,Sample-Routine,Water,Surface Water,2020-05-22,09:15:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09505800,,,,"Stable, normal stage",Routine sample,,,55,USGS parameter code 82398,Composite - Multiple point samples,,US DH-81,NWIS-119301431,,,Potassium,Dissolved,1.46,mg/l,,Accepted,,Actual,,,,,,,,,,,00935,,,,,,,,,PLO03,USGS,"Potassium, wf, by ICP-OES",,Standard Methods,"USGS-National Water Quality Lab, Denver, CO",2020-06-10,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000221,Sample-Routine,Water,Surface Water,2020-04-29,10:15:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09505800,,,,"Stable, normal stage",Routine sample,,,55,USGS parameter code 82398,Composite - Multiple point samples,,US DH-81,NWIS-119224077,,,Calcium,Dissolved,41.3,mg/l,,Accepted,,Actual,,,,,,,,,,,00915,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-05-07,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000221,Sample-Routine,Water,Surface Water,2020-04-29,10:15:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09505800,,,,"Stable, normal stage",Routine sample,,,55,USGS parameter code 82398,Composite - Multiple point samples,,US DH-81,NWIS-119224078,,,Magnesium,Dissolved,22.1,mg/l,,Accepted,,Actual,,,,,,,,,,,00925,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-05-07,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000221,Sample-Routine,Water,Surface Water,2020-04-29,10:15:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09505800,,,,"Stable, normal stage",Routine sample,,,55,USGS parameter code 82398,Composite - Multiple point samples,,US DH-81,NWIS-119224079,,,Sodium,Dissolved,5.93,mg/l,,Accepted,,Actual,,,,,,,,,,,00930,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-05-07,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000221,Sample-Routine,Water,Surface Water,2020-04-29,10:15:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09505800,,,,"Stable, normal stage",Routine sample,,,55,USGS parameter code 82398,Composite - Multiple point samples,,US DH-81,NWIS-119224081,,,"Sodium, percent total cations",,6,%,,Accepted,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000221,Sample-Routine,Water,Surface Water,2020-04-29,10:15:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09505800,,,,"Stable, normal stage",Routine sample,,,55,USGS parameter code 82398,Composite - Multiple point samples,,US DH-81,NWIS-119224082,,,Potassium,Dissolved,1.54,mg/l,,Accepted,,Actual,,,,,,,,,,,00935,,,,,,,,,PLO03,USGS,"Potassium, wf, by ICP-OES",,Standard Methods,"USGS-National Water Quality Lab, Denver, CO",2020-05-07,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000336,Sample-Routine,Water,Surface Water,2020-08-24,13:00:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09505800,,,,"Stable, normal stage",Routine sample,,,55,USGS parameter code 82398,Composite - Multiple point samples,,US DH-81,NWIS-119873906,,,Calcium,Dissolved,37.4,mg/l,,Accepted,,Actual,,,,,,,,,,,00915,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-09-28,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000336,Sample-Routine,Water,Surface Water,2020-08-24,13:00:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09505800,,,,"Stable, normal stage",Routine sample,,,55,USGS parameter code 82398,Composite - Multiple point samples,,US DH-81,NWIS-119873907,,,Magnesium,Dissolved,24.2,mg/l,,Accepted,,Actual,,,,,,,,,,,00925,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-09-28,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000336,Sample-Routine,Water,Surface Water,2020-08-24,13:00:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09505800,,,,"Stable, normal stage",Routine sample,,,55,USGS parameter code 82398,Composite - Multiple point samples,,US DH-81,NWIS-119873908,,,Sodium,Dissolved,6.22,mg/l,,Accepted,,Actual,,,,,,,,,,,00930,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-09-28,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000336,Sample-Routine,Water,Surface Water,2020-08-24,13:00:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09505800,,,,"Stable, normal stage",Routine sample,,,55,USGS parameter code 82398,Composite - Multiple point samples,,US DH-81,NWIS-119873910,,,"Sodium, percent total cations",,6,%,,Accepted,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000336,Sample-Routine,Water,Surface Water,2020-08-24,13:00:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09505800,,,,"Stable, normal stage",Routine sample,,,55,USGS parameter code 82398,Composite - Multiple point samples,,US DH-81,NWIS-119873911,,,Potassium,Dissolved,1.39,mg/l,,Accepted,,Actual,,,,,,,,,,,00935,,,,,,,,,PLO03,USGS,"Potassium, wf, by ICP-OES",,Standard Methods,"USGS-National Water Quality Lab, Denver, CO",2020-09-28,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100023,Sample-Routine,Water,Surface Water,2020-11-30,10:45:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09505800,,,,"Stable, normal stage",Routine sample,,,55,USGS parameter code 82398,Composite - Multiple point samples,,US DH-81,NWIS-120383202,,,Calcium,Dissolved,42.8,mg/l,,Preliminary,,Actual,,,,,,,,,,,00915,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-12-21,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100023,Sample-Routine,Water,Surface Water,2020-11-30,10:45:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09505800,,,,"Stable, normal stage",Routine sample,,,55,USGS parameter code 82398,Composite - Multiple point samples,,US DH-81,NWIS-120383203,,,Magnesium,Dissolved,25.1,mg/l,,Preliminary,,Actual,,,,,,,,,,,00925,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-12-21,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100023,Sample-Routine,Water,Surface Water,2020-11-30,10:45:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09505800,,,,"Stable, normal stage",Routine sample,,,55,USGS parameter code 82398,Composite - Multiple point samples,,US DH-81,NWIS-120383204,,,Sodium,Dissolved,6.12,mg/l,,Preliminary,,Actual,,,,,,,,,,,00930,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-12-21,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100023,Sample-Routine,Water,Surface Water,2020-11-30,10:45:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09505800,,,,"Stable, normal stage",Routine sample,,,55,USGS parameter code 82398,Composite - Multiple point samples,,US DH-81,NWIS-120383206,,,"Sodium, percent total cations",,6,%,,Preliminary,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100023,Sample-Routine,Water,Surface Water,2020-11-30,10:45:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09505800,,,,"Stable, normal stage",Routine sample,,,55,USGS parameter code 82398,Composite - Multiple point samples,,US DH-81,NWIS-120383207,,,Potassium,Dissolved,1.36,mg/l,,Preliminary,,Actual,,,,,,,,,,,00935,,,,,,,,,PLO03,USGS,"Potassium, wf, by ICP-OES",,Standard Methods,"USGS-National Water Quality Lab, Denver, CO",2020-12-21,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000172,Sample-Routine,Water,Surface Water,2020-03-30,15:30:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09505800,,,,"Stable, normal stage",Routine sample,,,55,USGS parameter code 82398,Composite - Multiple point samples,,US DH-81,NWIS-119106830,,,Calcium,Dissolved,28.4,mg/l,,Accepted,,Actual,,,,,,,,,,,00915,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-04-06,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000172,Sample-Routine,Water,Surface Water,2020-03-30,15:30:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09505800,,,,"Stable, normal stage",Routine sample,,,55,USGS parameter code 82398,Composite - Multiple point samples,,US DH-81,NWIS-119106831,,,Magnesium,Dissolved,14.7,mg/l,,Accepted,,Actual,,,,,,,,,,,00925,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-04-06,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000172,Sample-Routine,Water,Surface Water,2020-03-30,15:30:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09505800,,,,"Stable, normal stage",Routine sample,,,55,USGS parameter code 82398,Composite - Multiple point samples,,US DH-81,NWIS-119106832,,,Sodium,Dissolved,4.12,mg/l,,Accepted,,Actual,,,,,,,,,,,00930,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-04-06,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000172,Sample-Routine,Water,Surface Water,2020-03-30,15:30:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09505800,,,,"Stable, normal stage",Routine sample,,,55,USGS parameter code 82398,Composite - Multiple point samples,,US DH-81,NWIS-119106834,,,"Sodium, percent total cations",,6,%,,Accepted,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000172,Sample-Routine,Water,Surface Water,2020-03-30,15:30:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09505800,,,,"Stable, normal stage",Routine sample,,,55,USGS parameter code 82398,Composite - Multiple point samples,,US DH-81,NWIS-119106835,,,Potassium,Dissolved,1.18,mg/l,,Accepted,,Actual,,,,,,,,,,,00935,,,,,,,,,PLO03,USGS,"Potassium, wf, by ICP-OES",,Standard Methods,"USGS-National Water Quality Lab, Denver, CO",2020-04-06,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000155,Sample-Routine,Water,Surface Water,2020-02-26,16:30:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09505800,,,,"Stable, normal stage",Routine sample,,,55,USGS parameter code 82398,Composite - Multiple point samples,,US DH-81,NWIS-119002934,,,Calcium,Dissolved,20.9,mg/l,,Accepted,,Actual,,,,,,,,,,,00915,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-03-06,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000155,Sample-Routine,Water,Surface Water,2020-02-26,16:30:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09505800,,,,"Stable, normal stage",Routine sample,,,55,USGS parameter code 82398,Composite - Multiple point samples,,US DH-81,NWIS-119002935,,,Magnesium,Dissolved,10.9,mg/l,,Accepted,,Actual,,,,,,,,,,,00925,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-03-06,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000155,Sample-Routine,Water,Surface Water,2020-02-26,16:30:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09505800,,,,"Stable, normal stage",Routine sample,,,55,USGS parameter code 82398,Composite - Multiple point samples,,US DH-81,NWIS-119002936,,,Sodium,Dissolved,3.07,mg/l,,Accepted,,Actual,,,,,,,,,,,00930,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-03-06,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000155,Sample-Routine,Water,Surface Water,2020-02-26,16:30:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09505800,,,,"Stable, normal stage",Routine sample,,,55,USGS parameter code 82398,Composite - Multiple point samples,,US DH-81,NWIS-119002938,,,"Sodium, percent total cations",,6,%,,Accepted,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000155,Sample-Routine,Water,Surface Water,2020-02-26,16:30:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09505800,,,,"Stable, normal stage",Routine sample,,,55,USGS parameter code 82398,Composite - Multiple point samples,,US DH-81,NWIS-119002939,,,Potassium,Dissolved,0.79,mg/l,,Accepted,,Actual,,,,,,,,,,,00935,,,,,,,,,PLO03,USGS,"Potassium, wf, by ICP-OES",,Standard Methods,"USGS-National Water Quality Lab, Denver, CO",2020-03-06,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000360,Sample-Routine,Water,Surface Water,2020-09-30,15:30:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09505800,,,,"Stable, normal stage",Routine sample,,,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",,US DH-81,NWIS-120245689,,,Calcium,Dissolved,39.9,mg/l,,Accepted,,Actual,,,,,,,,,,,00915,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-10-20,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02000360,Sample-Routine,Water,Surface Water,2020-09-30,15:30:00,MST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-09505800,,,,"Stable, normal stage",Routine sample,,,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",,US DH-81,NWIS-120245690,,,Magnesium,Dissolved,24.8,mg/l,,Accepted,,Actual,,,,,,,,,,,00925,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-10-20,,,,,,,,NWIS
